Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
14:7	r65x		rc://*/ta/man/translate/figs-metaphor	puts the stumbling block of his iniquity before his own face	~נֹ֣כַח וּ⁠מִכְשׁ֣וֹל עֲוֺנ֔⁠וֹ פָּנָ֑י⁠ו ל֣⁠וֹ בִ֔⁠י	0	Yahweh speaks of the idols that people worship as if they were blocks over which the people stumble, and of being determined to worship those idols as if they had placed those stumbling blocks in front of their faces. See how you translated this metaphor in [Ezekiel 14:3](../14/03.md). Alternate translation: “who resolutely determines to worship the things that lead to iniquity”
14:8	zqu7		rc://*/ta/man/translate/translate-symaction	I will set my face against that man	~וְ⁠נָתַתִּ֨י פָנַ֜⁠י וַ⁠הֲשִֽׂמֹתִ֨י⁠הוּ֙ הַ⁠ה֗וּא בָּ⁠אִ֣ישׁ	0	Yahweh speaks of being opposed to a person as if he were to set his face against that person. Alternate translation: “I will be against that man” or “I will oppose that man”
14:8	rl54		rc://*/ta/man/translate/figs-metonymy	set my face	וְ⁠נָתַתִּ֨י פָנַ֜⁠י	0	Here “face” is a metonym for attention or gaze, and “set my face” refers to staring. Alternate translation: “stare”
14:8	c7bd		rc://*/ta/man/translate/figs-metaphor	make him a sign and a proverb	לְ⁠א֣וֹת וְ⁠לִ⁠מְשָׁלִ֔ים	0	Here the word “sign” refers to something that communicates a special warning to those who see it. The word proverb refers to what people will say about that sign when they see it. Alternate translation: “I will make that man to be a warning and a proverb”
14:8	x6fl		rc://*/ta/man/translate/figs-metaphor	I will cut him off from the midst of my people	וְ⁠הִכְרַתִּ֖י⁠ו מִ⁠תּ֣וֹךְ עַמִּ֑⁠י	0	Yahweh speaks of causing a person no longer to belong to his people as if he were cutting that person off from the people, like a person would cut a branch from a tree. Alternate translation: “I will cause him no longer to belong to my people”
14:8	gh8a		rc://*/ta/man/translate/figs-explicit	know that I am Yahweh	~וִֽ⁠ידַעְתֶּ֖ם כִּֽי אֲנִ֥י אֲנִ֥י יְהוָֽה	0	When Yahweh says that people will know that he is Yahweh, he is implying that they will know that he is the one true God who has supreme authority and power. See how you translated this in [Ezekiel 6:7](../06/07.md). Alternate translation: “understand that I am Yahweh, the one true God” or “realize that I, Yahweh, have supreme power and authority”
14:9	kcw5		rc://*/ta/man/translate/figs-metonymy	I will reach out with my hand against him	וְ⁠נָטִ֤יתִי אֶת יָדִ⁠י֙ עָלָ֔י⁠ו	0	God’s “hand” refers to what he does. Alternate translation: “I will work against him”
14:10	sx1i		rc://*/ta/man/translate/figs-metonymy	They will carry their own iniquity	וְ⁠נָשְׂא֖וּ עֲוֺנָ֑⁠ם	0	Here the word “iniquity” represents the guilt that people incur for committing iniquity. Yahweh speaks of people suffering the consequences of their iniquity as if they were carrying the iniquity. Alternate translation: “They will suffer the consequences of their own iniquity” (See also: [[rc://*/ta/man/translate/figs-metaphor]])
14:11	u1nx		rc://*/ta/man/translate/figs-metonymy	house of Israel	בֵּֽית יִשְׂרָאֵל֙	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelite people group”
14:11	w71r		rc://*/ta/man/translate/figs-metaphor	will no longer wander away from following me	~לֹֽא ע֤וֹד יִתְע֨וּ מֵ⁠אַֽחֲרַ֔⁠י	0	Yahweh speaks of the people no longer worshiping him as if they were to wander away from him and no longer follow him. Alternate translation: “will no longer stop worshiping me”
14:11	cf1w		rc://*/ta/man/translate/figs-123person	this is the Lord Yahweh’s declaration	~אֲדֹנָ֥⁠י נְאֻ֖ם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Ezekiel 5:11](../05/11.md). Alternate translation: “this is what the Lord Yahweh has declared” or “this is what I, the Lord Yahweh, have declared”
14:13	edi9		rc://*/ta/man/translate/figs-metonymy	when a land sins against me	~אֶ֚רֶץ תֶחֱטָא לִ⁠מְעָל	0	Here the word “land” represents the people who live in the land. Alternate translation: “when the people who live in a land sin against me”
14:13	n9gs		rc://*/ta/man/translate/figs-metaphor	break the staff of its bread	~וְ⁠שָׁבַ֥רְתִּי עָלֶ֔י⁠הָ מַטֵּה לָ֑חֶם	0	Yahweh speaks of the supply of bread as if it were a staff. The word “bread” represents all kinds of food. See how you translated a similar phrase in [Ezekiel 4:16](../04/16.md). Alternate translation: “end the supply of its food” (See also: [[rc://*/ta/man/translate/figs-synecdoche]])
14:13	mf8q		rc://*/ta/man/translate/figs-metaphor	cut off both man and beast from the land	~וְ⁠הִכְרַתִּ֥י אָדָ֥ם וּ⁠בְהֵמָֽה מִמֶּ֖⁠נָּה	0	Yahweh speaks of killing people and animals as if he were cutting them off, like a person would cut a branch from a tree. Alternate translation: “kill both man and beast in the land”
14:16	e731			these same three men	~הָ⁠אֵלֶּה֮ שְׁלֹ֨שֶׁת הָ⁠אֲנָשִׁ֣ים	0	Noah, Daniel, and Job
14:16	qw9t		rc://*/ta/man/translate/figs-idiom	as I live	אָ֗נִי	0	“as surely as I am alive.” Yahweh uses this expression to show that what he says next is certainly true. This is a way of making a solemn promise. See how you translated this in [Ezekiel 5:11](../05/11.md). Alternate translation: “I solemnly swear”
14:16	dg9n		rc://*/ta/man/translate/figs-activepassive	only their own lives would be rescued	~לְ⁠בַדָּ⁠ם֙ חַי יִנָּצֵ֔לוּ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “they could only rescue their own lives”
14:17	g26k			if I bring a sword against that land	~אָבִ֖יא חֶ֥רֶב עַל הַ⁠הִ֑יא הָ⁠אָ֣רֶץ	0	The word “sword” is a metonym for soldiers who kill people using swords. Alternate translation:
14:17	v6i5		rc://*/ta/man/translate/figs-metonymy	Sword, go through the land	חֶ֚רֶב תַּעֲבֹ֣ר בָּ⁠אָ֔רֶץ	0	Here the word “sword” represents the soldiers of an enemy army who attack with swords. Alternate translation: “Army, go through the land”
14:17	n3ti		rc://*/ta/man/translate/figs-metaphor	cut off both man and beast from it	~	0	Yahweh speaks of killing people and animals as if it were cutting them off, like a person would cut a branch from a tree. Alternate translation: “kill both man and beast in the land”
14:18	tk6x			these three men	~הָ⁠אֵלֶּה֮ וּ⁠שְׁלֹ֨שֶׁת הָ⁠אֲנָשִׁ֣ים	0	Noah, Daniel, and Job
14:18	rb94		rc://*/ta/man/translate/figs-activepassive	only their own lives would be rescued	~לְ⁠בַדָּ֖⁠ם חַי יִנָּצֵֽלוּ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “they would only rescue their own lives”
14:19	xe11		rc://*/ta/man/translate/figs-metaphor	pour out my fury	וְ⁠שָׁפַכְתִּ֨י חֲמָתִ֤⁠י	0	Yahweh speaks of expressing his fury as if his fury were a liquid that he pours out from a container. Alternate translation: “I will express my fury”
14:19	d1pl		rc://*/ta/man/translate/figs-metaphor	cut off both man and beast	לְ⁠הַכְרִ֥ית מִמֶּ֖⁠נָּה אָדָ֥ם וּ⁠בְהֵמָֽה	0	Yahweh speaks of killing people and animals as if he were cutting them off, like a person would cut a branch from a tree. Alternate translation: “kill both man and beast”
14:20	sa88		rc://*/ta/man/translate/figs-activepassive	only their own lives would be rescued	~חַי יַצִּ֥ילוּ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “they would only rescue their own lives”
14:21	v31a		rc://*/ta/man/translate/figs-metaphor	to cut off both man and beast from her	~אֶל לְ⁠הַכְרִ֥ית אָדָ֥ם וּ⁠בְהֵמָֽה מִמֶּ֖⁠נָּה	0	Yahweh speaks of killing people and animals as if it were cutting them off, like a person would cut a branch from a tree. The word “her” refers to Jerusalem. Alternate translation: “to kill both man and beast in Jerusalem”
14:22	h8bn			Behold	הִנָּ⁠ם֙	0	The word “behold” here alerts us to pay attention to the information that follows.
14:22	r9k7			left in her	~יוֹצְאִ֣ים הֵבֵ֨אתִי֙ בָּ֜⁠הּ	0	The word “her” refers to Jerusalem.
14:22	zf8a		rc://*/ta/man/translate/figs-activepassive	be comforted concerning the punishment	~אֲשֶׁ֥ר וְ⁠נִחַמְתֶּ֗ם עַל הָֽ⁠רָעָה֙	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “they will comfort you concerning the punishment”
14:23	kf7g			done against her	~עָשִׂ֨יתִי֙ בָ֔⁠הּ	0	The word “her” refers to Jerusalem.
14:23	u2vu		rc://*/ta/man/translate/figs-doublet	their ways and their actions	דַּרְכָּ֖⁠ם וְ⁠אֶת עֲלִֽילוֹתָ֑⁠ם	0	Both of these phrases refer to what the people of Israel have done. Alternate translation: “the way they live” or “the things they do”
15:intro	n4wz					0	# Ezekiel 15 General Notes\n\n## Special concepts in this chapter\n\n### Useless\n\nGod said that the people of Jerusalem were useless to him. He uses a simile to show just how useless they were. (See: [[rc://*/ta/man/translate/figs-simile]])
15:1	bfj3				~	0	# General Information:\n\nYahweh is talking to Ezekiel in this section.
15:1	pb75		rc://*/ta/man/translate/figs-idiom	the word of Yahweh came	וַ⁠יְהִ֥י דְבַר יְהוָ֖ה אֵלַ֥⁠י	0	This is an idiom that is used to introduce something that God told his prophets or his people. See how you translated this in [Ezekiel 3:16](../03/16.md). Alternate translation: “Yahweh spoke this message” or “Yahweh spoke these words”
15:2	mim8			Son of man	בֶּן אָדָ֕ם	0	God calls Ezekiel this to emphasize that Ezekiel is only a human being. God is eternal and powerful, but humans are not. Alternate translation: “Mortal person” or “Human”
15:2	j7mt		rc://*/ta/man/translate/figs-rquestion	how is a vine better than any tree with branches that is among the trees in a forest?	~מַה יִּֽהְיֶ֥ה הַ⁠גֶּ֖פֶן הַ⁠זְּמוֹרָ֕ה מִ⁠כָּל עֵץ עֵ֑ץ אֲשֶׁ֥ר הָיָ֖ה בַּ⁠עֲצֵ֥י הַ⁠יָּֽעַר	0	Yahweh asks this rhetorical question to remind Ezekiel of something he already knows. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “a vine is not better than any tree with branches that is among the trees in a forest.”
15:3	c3me		rc://*/ta/man/translate/figs-rquestion	Do people take wood from a vine to make anything?	~לִ⁠מְלָאכָ֑ה הֲ⁠יֻקַּ֤ח עֵ֔ץ מִמֶּ֨⁠נּוּ֙ לַ⁠עֲשׂ֖וֹת מִמֶּ֨⁠נּוּ֙	0	Yahweh asks this rhetorical question to remind Ezekiel of something he already knows. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “People do not take wood from a vine to make anything.”
15:3	lw53		rc://*/ta/man/translate/figs-rquestion	do they make a peg from it to hang anything on it?	~יִקְח֤וּ כָּל יָתֵ֔ד מִמֶּ֨⁠נּוּ֙ לִ⁠תְל֥וֹת כֶּֽלִי עָלָ֖י⁠ו	0	Yahweh asks this rhetorical question to remind Ezekiel of something he already knows. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “they do not make a peg from it to hang things on it.”
15:4	z9vv		rc://*/ta/man/translate/figs-rquestion	If it is thrown into a fire as fuel … is it good for anything?	~	0	Yahweh asks this rhetorical question to remind Ezekiel of something he already knows. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “If it is thrown into a fire as fuel … it is not good for anything.”
15:4	s2c2		rc://*/ta/man/translate/figs-activepassive	If it is thrown into a fire as fuel	~נִתַּ֣ן לָ⁠אֵ֖שׁ לְ⁠אָכְלָ֑ה	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “If a person throws it into a fire as fuel”
